instance cp2016 incmc2 incmc2o1 incmc2o2
mcs70_b09_s30_AB05 21 21 21 21
mcs70_b09_s30_AB06 21 21 21 21
mcs70_b09_s30_AB07 20 20 20 20
mcs70_b09_s30_AB08 21 21 21 21
mcs70_b09_s30_AB09 21 21 21 21
mcs70_b09_s35_AB00 25 25 25 25
mcs70_b09_s35_AB01 24 24 24 24
mcs70_b09_s35_AB02 25 25 25 25
mcs70_b09_s35_AB03 25 25 25 25
mcs70_b09_s35_AB04 25 25 25 25
mcs70_b09_s35_AB05 24 24 24 24
mcs70_b09_s35_AB06 25 25 25 25
mcs70_b09_s35_AB07 25 25 25 25
mcs70_b09_s35_AB08 24 24 24 24
mcs70_b09_s35_AB09 25 25 25 25
mcs70_b09_s40_AB00 29 X X X
mcs70_b09_s40_AB01 29 29 X 29
mcs70_b09_s40_AB02 29 X 29 X
mcs70_b09_s40_AB03 29 X X 29
mcs70_b09_s40_AB04 29 X 29 X
mcs70_b09_s40_AB05 29 X X X
mcs70_b09_s40_AB06 29 29 29 X
mcs70_b09_s40_AB07 29 X X X
mcs70_b09_s40_AB08 29 X 29 X
mcs70_b09_s40_AB09 29 X X 29
mcs70_b09_s50_AB00 X X X X
mcs70_b09_s50_AB01 X X X X
mcs70_b09_s50_AB02 X X X X
mcs70_b09_s50_AB03 X X X X
mcs70_b09_s50_AB04 X X X X
mcs70_b09_s50_AB05 X X X X
mcs70_b09_s50_AB06 X X X X
mcs70_b09_s50_AB07 X X X X
mcs70_b09_s50_AB08 X X X X
mcs70_b09_s50_AB09 X X X X
mcs70_b09m_s15_AB00 10 10 10 10
mcs70_b09m_s15_AB01 10 10 10 10
mcs70_b09m_s15_AB02 10 10 10 10
mcs70_b09m_s15_AB03 11 11 11 11
mcs70_b09m_s15_AB04 11 11 11 11
mcs70_b09m_s15_AB05 10 10 10 10
mcs70_b09m_s15_AB06 10 10 10 10
mcs70_b09m_s15_AB07 10 10 10 10
mcs70_b09m_s15_AB08 11 11 11 11
mcs70_b09m_s15_AB09 10 10 10 10
mcs70_b09m_s20_AB00 15 15 15 15
mcs70_b09m_s20_AB01 14 14 14 14
mcs70_b09m_s20_AB02 14 14 14 14
mcs70_b09m_s20_AB03 14 14 14 14
mcs70_b09m_s20_AB04 14 14 14 14
mcs70_b09m_s20_AB05 14 14 14 14
mcs70_b09m_s20_AB06 14 14 14 14
mcs70_b09m_s20_AB07 14 14 14 14
mcs70_b09m_s20_AB08 14 14 14 14
mcs70_b09m_s20_AB09 14 14 14 14
mcs70_b09m_s25_AB00 16 16 16 16
mcs70_b09m_s25_AB01 17 17 17 17
mcs70_b09m_s25_AB02 17 17 17 17
mcs70_b09m_s25_AB03 16 16 16 16
mcs70_b09m_s25_AB04 16 16 16 16
mcs70_b09m_s25_AB05 16 16 16 16
mcs70_b09m_s25_AB06 16 16 16 16
mcs70_b09m_s25_AB07 16 16 16 16
mcs70_b09m_s25_AB08 17 17 17 17
mcs70_b09m_s25_AB09 16 16 16 16
mcs70_b09m_s30_AB00 21 21 21 21
mcs70_b09m_s30_AB01 20 20 20 20
mcs70_b09m_s30_AB02 21 21 21 21
mcs70_b09m_s30_AB03 21 21 21 21
mcs70_b09m_s30_AB04 21 21 21 21
mcs70_b09m_s30_AB05 20 20 20 20
mcs70_b09m_s30_AB06 20 20 20 20
mcs70_b09m_s30_AB07 20 20 20 20
mcs70_b09m_s30_AB08 20 20 20 20
mcs70_b09m_s30_AB09 20 20 20 20
mcs70_b09m_s35_AB00 24 24 24 24
mcs70_b09m_s35_AB01 24 24 24 24
mcs70_b09m_s35_AB02 24 24 24 24
mcs70_b09m_s35_AB03 24 24 24 24
mcs70_b09m_s35_AB04 24 24 24 24
mcs70_b09m_s35_AB05 24 24 24 24
mcs70_b09m_s35_AB06 24 24 24 24
mcs70_b09m_s35_AB07 24 24 24 24
mcs70_b09m_s35_AB08 24 24 24 X
mcs70_b09m_s35_AB09 24 24 24 24
mcs70_b09m_s40_AB00 X X X X
mcs70_b09m_s40_AB01 X X X X
mcs70_b09m_s40_AB02 X X X X
mcs70_b09m_s40_AB03 X X X X
mcs70_b09m_s40_AB04 28 X X X
mcs70_b09m_s40_AB05 X X X X
mcs70_b09m_s40_AB06 X X X X
mcs70_b09m_s40_AB07 X X X X
mcs70_b09m_s40_AB08 X X X X
mcs70_b09m_s40_AB09 X X X X
mcs70_b09m_s50_AB00 X X X X
mcs70_b09m_s50_AB01 X X X X
mcs70_b09m_s50_AB02 X X X X
mcs70_b09m_s50_AB03 X X X X
mcs70_b09m_s50_AB04 X X X X
mcs70_b09m_s50_AB05 X X X X
mcs70_b09m_s50_AB06 X X X X
mcs70_b09m_s50_AB07 X X X X
mcs70_b09m_s50_AB08 X X X X
mcs70_b09m_s50_AB09 X X X X
mcs70_m2D_s15_AB00 12 12 12 12
mcs70_m2D_s15_AB01 12 12 12 12
mcs70_m2D_s15_AB02 12 12 12 12
mcs70_m2D_s15_AB03 12 12 12 12
mcs70_m2D_s15_AB04 12 12 12 12
mcs70_m2D_s15_AB05 12 12 12 12
mcs70_m2D_s15_AB06 11 11 11 11
mcs70_m2D_s15_AB07 11 11 11 11
mcs70_m2D_s15_AB08 12 12 12 12
mcs70_m2D_s15_AB09 12 12 12 12
mcs70_m2D_s25_AB00 19 19 19 19
mcs70_m2D_s25_AB01 20 20 20 20
mcs70_m2D_s25_AB02 19 19 X 19
mcs70_m2D_s25_AB03 19 19 19 19
mcs70_m2D_s25_AB04 19 19 19 19
mcs70_m2D_s25_AB05 19 19 X 19
mcs70_m2D_s25_AB06 19 19 19 19
mcs70_m2D_s25_AB07 19 19 X 19
mcs70_m2D_s25_AB08 19 19 X 19
mcs70_m2D_s25_AB09 19 19 19 19
mcs70_m2D_s35_AB00 X X X X
mcs70_m2D_s35_AB01 X X X X
mcs70_m2D_s35_AB02 X X X X
mcs70_m2D_s35_AB03 X X X X
mcs70_m2D_s35_AB04 X X X X
mcs70_m2D_s35_AB05 X X X X
mcs70_m2D_s35_AB06 X X X X
mcs70_m2D_s35_AB07 X X X X
mcs70_m2D_s35_AB08 X X X X
mcs70_m2D_s35_AB09 X X X X
mcs70_m2D_s40_AB00 X X X X
mcs70_m2D_s40_AB01 X X X X
mcs70_m2D_s40_AB02 X X X X
mcs70_m2D_s40_AB03 X X X X
mcs70_m2D_s40_AB04 X X X X
mcs70_m2D_s40_AB05 X X X X
mcs70_m2D_s40_AB06 X X X X
mcs70_m2D_s40_AB07 X X X X
mcs70_m2D_s40_AB08 X X X X
mcs70_m2D_s40_AB09 X X X X
mcs70_m2D_s50_AB00 X X X X
mcs70_m2D_s50_AB01 X X X X
mcs70_m2D_s50_AB02 X X X X
mcs70_m2D_s50_AB03 X X X X
mcs70_m2D_s50_AB04 X X X X
mcs70_m2D_s50_AB05 X X X X
mcs70_m2D_s50_AB06 X X X X
mcs70_m2D_s50_AB07 X X X X
mcs70_m2D_s50_AB08 X X X X
mcs70_m2D_s50_AB09 X X X X
mcs70_m2Dr2_s15_AB00 12 12 12 12
mcs70_m2Dr2_s15_AB01 11 11 11 11
mcs70_m2Dr2_s15_AB02 11 11 11 11
mcs70_m2Dr2_s15_AB03 11 11 11 11
mcs70_m2Dr2_s15_AB04 11 11 11 11
mcs70_m2Dr2_s15_AB05 11 11 11 11
mcs70_m2Dr2_s15_AB06 11 11 11 11
mcs70_m2Dr2_s15_AB07 11 11 11 11
mcs70_m2Dr2_s15_AB08 11 11 11 11
mcs70_m2Dr2_s15_AB09 11 11 11 11
mcs70_m2Dr2_s25_AB00 18 18 18 18
mcs70_m2Dr2_s25_AB01 18 18 X 18
mcs70_m2Dr2_s25_AB02 18 18 X 18
mcs70_m2Dr2_s25_AB03 18 18 18 18
mcs70_m2Dr2_s25_AB04 18 18 18 18
mcs70_m2Dr2_s25_AB05 19 19 19 19
mcs70_m2Dr2_s25_AB06 19 19 19 19
mcs70_m2Dr2_s25_AB07 18 18 18 18
mcs70_m2Dr2_s25_AB08 18 18 18 18
mcs70_m2Dr2_s25_AB09 19 19 19 19
mcs70_m2Dr2_s35_AB00 X X X X
mcs70_m2Dr2_s35_AB01 X X X X
mcs70_m2Dr2_s35_AB02 X X X X
mcs70_m2Dr2_s35_AB03 X X X X
mcs70_m2Dr2_s35_AB04 X X X X
mcs70_m2Dr2_s35_AB05 X X X X
mcs70_m2Dr2_s35_AB06 X X X X
mcs70_m2Dr2_s35_AB07 X X X X
mcs70_m2Dr2_s35_AB08 X X X X
mcs70_m2Dr2_s35_AB09 X X X X
mcs70_m2Dr2_s40_AB00 X X X X
mcs70_m2Dr2_s40_AB01 X X X X
mcs70_m2Dr2_s40_AB02 X X X X
mcs70_m2Dr2_s40_AB03 X X X X
mcs70_m2Dr2_s40_AB04 X X X X
mcs70_m2Dr2_s40_AB05 X X X X
mcs70_m2Dr2_s40_AB06 X X X X
mcs70_m2Dr2_s40_AB07 X X X X
mcs70_m2Dr2_s40_AB08 X X X X
mcs70_m2Dr2_s40_AB09 X X X X
mcs70_m2Dr2_s50_AB00 X X X X
mcs70_m2Dr2_s50_AB01 X X X X
mcs70_m2Dr2_s50_AB02 X X X X
mcs70_m2Dr2_s50_AB03 X X X X
mcs70_m2Dr2_s50_AB04 X X X X
mcs70_m2Dr2_s50_AB05 X X X X
mcs70_m2Dr2_s50_AB06 X X X X
mcs70_m2Dr2_s50_AB07 X X X X
mcs70_m2Dr2_s50_AB08 X X X X
mcs70_m2Dr2_s50_AB09 X X X X
mcs70_m2Dr4_s15_AB00 11 11 11 11
mcs70_m2Dr4_s15_AB01 12 12 12 12
mcs70_m2Dr4_s15_AB02 11 11 11 11
mcs70_m2Dr4_s15_AB03 11 11 11 11
mcs70_m2Dr4_s15_AB04 11 11 11 11
mcs70_m2Dr4_s15_AB05 11 11 11 11
mcs70_m2Dr4_s15_AB06 11 11 11 11
mcs70_m2Dr4_s15_AB07 11 11 11 11
mcs70_m2Dr4_s15_AB08 11 11 11 11
mcs70_m2Dr4_s15_AB09 11 11 11 11
mcs70_m2Dr4_s25_AB00 18 18 18 18
mcs70_m2Dr4_s25_AB01 18 18 18 18
mcs70_m2Dr4_s25_AB02 18 18 18 18
mcs70_m2Dr4_s25_AB03 17 17 17 17
mcs70_m2Dr4_s25_AB04 18 18 18 18
mcs70_m2Dr4_s25_AB05 18 18 18 18
mcs70_m2Dr4_s25_AB06 18 18 18 18
mcs70_m2Dr4_s25_AB07 18 18 18 18
mcs70_m2Dr4_s25_AB08 18 18 18 18
mcs70_m2Dr4_s25_AB09 18 18 18 18
mcs70_m2Dr4_s35_AB00 X X X X
mcs70_m2Dr4_s35_AB01 X X X X
mcs70_m2Dr4_s35_AB02 X X X X
mcs70_m2Dr4_s35_AB03 X X X X
mcs70_m2Dr4_s35_AB04 X X X X
mcs70_m2Dr4_s35_AB05 X X X X
mcs70_m2Dr4_s35_AB06 X X X X
mcs70_m2Dr4_s35_AB07 X X X X
mcs70_m2Dr4_s35_AB08 X X X X
mcs70_m2Dr4_s35_AB09 X X X X
mcs70_m2Dr4_s40_AB00 X X X X
mcs70_m2Dr4_s40_AB01 X X X X
mcs70_m2Dr4_s40_AB02 X X X X
mcs70_m2Dr4_s40_AB03 X X X X
mcs70_m2Dr4_s40_AB04 X X X X
mcs70_m2Dr4_s40_AB05 X X X X
mcs70_m2Dr4_s40_AB06 X X X X
mcs70_m2Dr4_s40_AB07 X X X X
mcs70_m2Dr4_s40_AB08 X X X X
mcs70_m2Dr4_s40_AB09 X X X X
mcs70_m2Dr4_s50_AB00 X X X X
mcs70_m2Dr4_s50_AB01 X X X X
mcs70_m2Dr4_s50_AB02 X X X X
mcs70_m2Dr4_s50_AB03 X X X X
mcs70_m2Dr4_s50_AB04 X X X X
mcs70_m2Dr4_s50_AB05 X X X X
mcs70_m2Dr4_s50_AB06 X X X X
mcs70_m2Dr4_s50_AB07 X X X X
mcs70_m2Dr4_s50_AB08 X X X X
mcs70_m2Dr4_s50_AB09 X X X X
mcs70_m2Dr6_s15_AB00 10 10 10 10
mcs70_m2Dr6_s15_AB01 11 11 11 11
mcs70_m2Dr6_s15_AB02 11 11 11 11
mcs70_m2Dr6_s15_AB03 11 11 11 11
mcs70_m2Dr6_s15_AB04 10 10 10 10
mcs70_m2Dr6_s15_AB05 11 11 11 11
mcs70_m2Dr6_s15_AB06 11 11 11 11
mcs70_m2Dr6_s15_AB07 11 11 11 11
mcs70_m2Dr6_s15_AB08 11 11 11 11
mcs70_m2Dr6_s15_AB09 11 11 11 11
mcs70_m2Dr6_s25_AB00 17 17 17 17
mcs70_m2Dr6_s25_AB01 18 18 18 18
mcs70_m2Dr6_s25_AB02 17 17 17 17
mcs70_m2Dr6_s25_AB03 17 17 17 17
mcs70_m2Dr6_s25_AB04 17 17 17 17
mcs70_m2Dr6_s25_AB05 17 17 17 17
mcs70_m2Dr6_s25_AB06 18 18 18 18
mcs70_m2Dr6_s25_AB07 17 17 17 17
mcs70_m2Dr6_s25_AB08 18 18 18 18
mcs70_m2Dr6_s25_AB09 17 17 17 17
mcs70_m2Dr6_s35_AB00 X X X X
mcs70_m2Dr6_s35_AB01 X X X X
mcs70_m2Dr6_s35_AB02 X X X X
mcs70_m2Dr6_s35_AB03 X X X X
mcs70_m2Dr6_s35_AB04 X X X X
mcs70_m2Dr6_s35_AB05 X X X X
mcs70_m2Dr6_s35_AB06 X X X X
mcs70_m2Dr6_s35_AB07 X X X X
mcs70_m2Dr6_s35_AB08 X X X X
mcs70_m2Dr6_s35_AB09 X X X X
mcs70_m2Dr6_s40_AB00 X X X X
mcs70_m2Dr6_s40_AB01 X X X X
mcs70_m2Dr6_s40_AB02 X X X X
mcs70_m2Dr6_s40_AB03 X X X X
mcs70_m2Dr6_s40_AB04 X X X X
mcs70_m2Dr6_s40_AB05 X X X X
mcs70_m2Dr6_s40_AB06 X X X X
mcs70_m2Dr6_s40_AB07 X X X X
mcs70_m2Dr6_s40_AB08 X X X X
mcs70_m2Dr6_s40_AB09 X X X X
mcs70_m2Dr6_s50_AB00 X X X X
mcs70_m2Dr6_s50_AB01 X X X X
mcs70_m2Dr6_s50_AB02 X X X X
mcs70_m2Dr6_s50_AB03 X X X X
mcs70_m2Dr6_s50_AB04 X X X X
mcs70_m2Dr6_s50_AB05 X X X X
mcs70_m2Dr6_s50_AB06 X X X X
mcs70_m2Dr6_s50_AB07 X X X X
mcs70_m2Dr6_s50_AB08 X X X X
mcs70_m2Dr6_s50_AB09 X X X X
mcs70_m3D_s35_AB00 X X X X
mcs70_m3D_s35_AB01 X X X X
mcs70_m3D_s35_AB02 X X X X
mcs70_m3D_s35_AB03 X X X X
mcs70_m3D_s35_AB04 X X X X
mcs70_m3D_s35_AB05 X X X X
mcs70_m3D_s35_AB06 X X X X
mcs70_m3D_s35_AB07 X X X X
mcs70_m3D_s35_AB08 X X X X
mcs70_m3D_s35_AB09 X X X X
mcs70_m3D_s40_AB00 X X X X
mcs70_m3D_s40_AB01 X X X X
mcs70_m3D_s40_AB02 X X X X
mcs70_m3D_s40_AB03 X X X X
mcs70_m3D_s40_AB04 X X X X
mcs70_m3D_s40_AB05 X X X X
mcs70_m3D_s40_AB06 X X X X
mcs70_m3D_s40_AB07 X X X X
mcs70_m3D_s40_AB08 X X X X
mcs70_m3D_s40_AB09 X X X X
mcs70_m3Dr2_s35_AB00 X X X X
mcs70_m3Dr2_s35_AB01 X X X X
mcs70_m3Dr2_s35_AB02 X X X X
mcs70_m3Dr2_s35_AB03 X X X X
mcs70_m3Dr2_s35_AB04 X X X X
mcs70_m3Dr2_s35_AB05 X X X X
mcs70_m3Dr2_s35_AB06 X X X X
mcs70_m3Dr2_s35_AB07 X X X X
mcs70_m3Dr2_s35_AB08 X X X X
mcs70_m3Dr2_s35_AB09 X X X X
mcs70_m3Dr2_s40_AB00 X X X X
mcs70_m3Dr2_s40_AB01 X X X X
mcs70_m3Dr2_s40_AB02 X X X X
mcs70_m3Dr2_s40_AB03 X X X X
mcs70_m3Dr2_s40_AB04 X X X X
mcs70_m3Dr2_s40_AB05 X X X X
mcs70_m3Dr2_s40_AB06 X X X X
mcs70_m3Dr2_s40_AB07 X X X X
mcs70_m3Dr2_s40_AB08 X X X X
mcs70_m3Dr2_s40_AB09 X X X X
mcs70_m3Dr4_s35_AB00 27 X X X
mcs70_m3Dr4_s35_AB01 X X X X
mcs70_m3Dr4_s35_AB02 X X X X
mcs70_m3Dr4_s35_AB03 X X X X
mcs70_m3Dr4_s35_AB04 X X X X
mcs70_m3Dr4_s35_AB05 X X X X
mcs70_m3Dr4_s35_AB06 X X X X
mcs70_m3Dr4_s35_AB07 X X X X
mcs70_m3Dr4_s35_AB08 X X X X
mcs70_m3Dr4_s35_AB09 X X X X
mcs70_m3Dr4_s40_AB00 X X X X
mcs70_m3Dr4_s40_AB01 X X X X
mcs70_m3Dr4_s40_AB02 X X X X
mcs70_m3Dr4_s40_AB03 X X X X
mcs70_m3Dr4_s40_AB04 X X X X
mcs70_m3Dr4_s40_AB05 X X X X
mcs70_m3Dr4_s40_AB06 X X X X
mcs70_m3Dr4_s40_AB07 X X X X
mcs70_m3Dr4_s40_AB08 X X X X
mcs70_m3Dr4_s40_AB09 X X X X
mcs70_m3Dr6_s35_AB00 X X X X
mcs70_m3Dr6_s35_AB01 X X X X
mcs70_m3Dr6_s35_AB02 X X X X
mcs70_m3Dr6_s35_AB03 27 X X X
mcs70_m3Dr6_s35_AB04 X X X X
mcs70_m3Dr6_s35_AB05 X X X X
mcs70_m3Dr6_s35_AB06 X X X X
mcs70_m3Dr6_s35_AB07 27 X X X
mcs70_m3Dr6_s35_AB08 X X X X
mcs70_m3Dr6_s35_AB09 X X X X
mcs70_m3Dr6_s40_AB00 X X X X
mcs70_m3Dr6_s40_AB01 X X X X
mcs70_m3Dr6_s40_AB02 X X X X
mcs70_m3Dr6_s40_AB03 X X X X
mcs70_m3Dr6_s40_AB04 X X X X
mcs70_m3Dr6_s40_AB05 X X X X
mcs70_m3Dr6_s40_AB06 X X X X
mcs70_m3Dr6_s40_AB07 X X X X
mcs70_m3Dr6_s40_AB08 X X X X
mcs70_m3Dr6_s40_AB09 X X X X
mcs70_m4D_s25_AB00 19 19 19 19
mcs70_m4D_s25_AB01 19 19 X 19
mcs70_m4D_s25_AB02 19 19 19 19
mcs70_m4D_s25_AB03 19 19 19 19
mcs70_m4D_s25_AB04 19 19 19 19
mcs70_m4D_s25_AB05 19 19 19 19
mcs70_m4D_s25_AB06 20 20 20 20
mcs70_m4D_s25_AB07 19 19 19 19
mcs70_m4D_s25_AB08 20 20 20 20
mcs70_m4D_s25_AB09 19 19 19 19
mcs70_m4Dr2_s25_AB00 18 18 18 18
mcs70_m4Dr2_s25_AB01 18 18 18 18
mcs70_m4Dr2_s25_AB02 18 18 18 18
mcs70_m4Dr2_s25_AB03 18 18 18 18
mcs70_m4Dr2_s25_AB04 18 18 18 18
mcs70_m4Dr2_s25_AB05 18 18 18 18
mcs70_m4Dr2_s25_AB06 17 17 17 17
mcs70_m4Dr2_s25_AB07 18 18 18 18
mcs70_m4Dr2_s25_AB08 18 18 18 18
mcs70_m4Dr2_s25_AB09 19 19 19 19
mcs70_m4Dr4_s25_AB00 18 18 18 18
mcs70_m4Dr4_s25_AB01 17 17 17 17
mcs70_m4Dr4_s25_AB02 18 18 18 18
mcs70_m4Dr4_s25_AB03 18 18 18 18
mcs70_m4Dr4_s25_AB04 18 18 18 18
mcs70_m4Dr4_s25_AB05 17 17 17 17
mcs70_m4Dr4_s25_AB06 17 17 17 17
mcs70_m4Dr4_s25_AB07 18 18 18 18
mcs70_m4Dr4_s25_AB08 18 18 18 18
mcs70_m4Dr4_s25_AB09 17 17 17 17
mcs70_m4Dr6_s25_AB00 17 17 17 17
mcs70_m4Dr6_s25_AB01 17 17 17 17
mcs70_m4Dr6_s25_AB02 17 17 17 17
mcs70_m4Dr6_s25_AB03 17 17 17 17
mcs70_m4Dr6_s25_AB04 17 17 17 17
mcs70_m4Dr6_s25_AB05 17 17 17 17
mcs70_m4Dr6_s25_AB06 17 17 17 17
mcs70_m4Dr6_s25_AB07 17 17 17 17
mcs70_m4Dr6_s25_AB08 17 17 17 17
mcs70_m4Dr6_s25_AB09 17 17 17 17
mcs70_r005_s20_AB00 16 16 16 16
mcs70_r005_s20_AB01 16 16 16 16
mcs70_r005_s20_AB02 16 16 16 16
mcs70_r005_s20_AB03 16 16 16 16
mcs70_r005_s20_AB04 16 16 16 16
mcs70_r005_s20_AB05 16 16 16 16
mcs70_r005_s20_AB06 17 17 17 17
mcs70_r005_s20_AB07 16 16 16 16
mcs70_r005_s20_AB08 16 16 16 16
mcs70_r005_s20_AB09 16 16 16 16
mcs70_r005_s25_AB00 21 21 X 21
mcs70_r005_s25_AB01 20 20 X X
mcs70_r005_s25_AB02 21 21 X 21
mcs70_r005_s25_AB03 20 20 20 20
mcs70_r005_s25_AB04 20 20 X 20
mcs70_r005_s25_AB05 20 20 X 20
mcs70_r005_s25_AB06 20 20 X 20
mcs70_r005_s25_AB07 20 20 20 20
mcs70_r005_s25_AB08 20 20 X 20
mcs70_r005_s25_AB09 19 19 X 19
mcs70_r005_s30_AB00 24 X X X
mcs70_r005_s30_AB01 23 X X X
mcs70_r005_s30_AB02 24 X X X
mcs70_r005_s30_AB03 24 X X X
mcs70_r005_s30_AB04 25 X X X
mcs70_r005_s30_AB05 24 X X X
mcs70_r005_s30_AB06 23 X X X
mcs70_r005_s30_AB07 24 X X X
mcs70_r005_s30_AB08 X X X X
mcs70_r005_s30_AB09 23 23 X 23
mcs70_r005_s35_AB00 X X X X
mcs70_r005_s35_AB01 X X X X
mcs70_r005_s35_AB02 X X X X
mcs70_r005_s35_AB03 X X X X
mcs70_r005_s35_AB04 X X X X
mcs70_r005_s35_AB05 X X X X
mcs70_r005_s35_AB06 X X X X
mcs70_r005_s35_AB07 X X X X
mcs70_r005_s35_AB08 X X X X
mcs70_r005_s35_AB09 X X X X
mcs70_r005_s40_AB00 X X X X
mcs70_r005_s40_AB01 X X X X
mcs70_r005_s40_AB02 X X X X
mcs70_r005_s40_AB03 X X X X
mcs70_r005_s40_AB04 X X X X
mcs70_r005_s40_AB05 X X X X
mcs70_r005_s40_AB06 X X X X
mcs70_r005_s40_AB07 X X X X
mcs70_r005_s40_AB08 X X X X
mcs70_r005_s40_AB09 X X X X
mcs70_r005_s50_AB00 X X X X
mcs70_r005_s50_AB01 X X X X
mcs70_r005_s50_AB02 X X X X
mcs70_r005_s50_AB03 X X X X
mcs70_r005_s50_AB04 X X X X
mcs70_r005_s50_AB05 X X X X
mcs70_r005_s50_AB06 X X X X
mcs70_r005_s50_AB07 X X X X
mcs70_r005_s50_AB08 X X X X
mcs70_r005_s50_AB09 X X X X
mcs70_r01_s10_AB00 7 7 7 7
mcs70_r01_s10_AB01 9 9 9 9
mcs70_r01_s10_AB02 8 8 8 8
mcs70_r01_s10_AB03 8 8 8 8
mcs70_r01_s10_AB04 8 8 8 8
mcs70_r01_s10_AB05 8 8 8 8
mcs70_r01_s10_AB06 8 8 8 8
mcs70_r01_s10_AB07 8 8 8 8
mcs70_r01_s10_AB08 9 9 9 9
mcs70_r01_s10_AB09 8 8 8 8
mcs70_r01_s15_AB00 12 12 12 12
mcs70_r01_s15_AB01 11 11 11 11
mcs70_r01_s15_AB02 12 12 12 12
mcs70_r01_s15_AB03 12 12 12 12
mcs70_r01_s15_AB04 12 12 12 12
mcs70_r01_s15_AB05 12 12 12 12
mcs70_r01_s15_AB06 12 12 12 12
mcs70_r01_s15_AB07 12 12 12 12
mcs70_r01_s15_AB08 12 12 12 12
mcs70_r01_s15_AB09 11 11 11 11
mcs70_r01_s20_AB00 14 14 14 14
mcs70_r01_s20_AB01 15 15 15 15
mcs70_r01_s20_AB02 15 15 15 15
mcs70_r01_s20_AB03 15 15 15 15
mcs70_r01_s20_AB04 14 14 14 14
mcs70_r01_s20_AB05 15 15 15 15
mcs70_r01_s20_AB06 14 14 14 14
mcs70_r01_s20_AB07 14 14 14 14
mcs70_r01_s20_AB08 14 14 14 14
mcs70_r01_s20_AB09 15 15 15 15
mcs70_r01_s25_AB00 17 17 17 17
mcs70_r01_s25_AB01 17 17 17 17
mcs70_r01_s25_AB02 17 17 17 17
mcs70_r01_s25_AB03 17 17 17 17
mcs70_r01_s25_AB04 17 17 17 17
mcs70_r01_s25_AB05 17 17 17 17
mcs70_r01_s25_AB06 17 17 17 17
mcs70_r01_s25_AB07 17 17 17 17
mcs70_r01_s25_AB08 18 18 18 18
mcs70_r01_s25_AB09 17 17 17 17
mcs70_r01_s30_AB00 21 X 21 X
mcs70_r01_s30_AB01 22 22 22 22
mcs70_r01_s30_AB02 21 X 21 X
mcs70_r01_s30_AB03 21 21 21 21
mcs70_r01_s30_AB04 21 X 21 X
mcs70_r01_s30_AB05 21 21 21 21
mcs70_r01_s30_AB06 21 X 21 X
mcs70_r01_s30_AB07 22 22 22 22
mcs70_r01_s30_AB08 21 21 21 21
mcs70_r01_s30_AB09 21 21 21 21
mcs70_r01_s35_AB00 X X X X
mcs70_r01_s35_AB01 24 X X X
mcs70_r01_s35_AB02 24 X X X
mcs70_r01_s35_AB03 X X X X
mcs70_r01_s35_AB04 X X X X
mcs70_r01_s35_AB05 24 X X X
mcs70_r01_s35_AB06 24 X X X
mcs70_r01_s35_AB07 X X X X
mcs70_r01_s35_AB08 24 X X X
mcs70_r01_s35_AB09 X X X X
mcs70_r01_s40_AB00 X X X X
mcs70_r01_s40_AB01 X X X X
mcs70_r01_s40_AB02 X X X X
mcs70_r01_s40_AB03 X X X X
mcs70_r01_s40_AB04 X X X X
mcs70_r01_s40_AB05 X X X X
mcs70_r01_s40_AB06 X X X X
mcs70_r01_s40_AB07 X X X X
mcs70_r01_s40_AB08 X X X X
mcs70_r01_s40_AB09 X X X X
mcs70_r01_s50_AB00 X X X X
mcs70_r01_s50_AB01 X X X X
mcs70_r01_s50_AB02 X X X X
mcs70_r01_s50_AB03 X X X X
mcs70_r01_s50_AB04 X X X X
mcs70_r01_s50_AB05 X X X X
mcs70_r01_s50_AB06 X X X X
mcs70_r01_s50_AB07 X X X X
mcs70_r01_s50_AB08 X X X X
mcs70_r01_s50_AB09 X X X X
mcs70_r02_s10_AB00 8 8 8 8
mcs70_r02_s10_AB01 8 8 8 8
mcs70_r02_s10_AB02 8 8 8 8
mcs70_r02_s10_AB03 7 7 7 7
mcs70_r02_s10_AB04 8 8 8 8
mcs70_r02_s10_AB05 7 7 7 7
mcs70_r02_s10_AB06 7 7 7 7
mcs70_r02_s10_AB07 8 8 8 8
mcs70_r02_s10_AB08 8 8 8 8
mcs70_r02_s10_AB09 7 7 7 7
mcs70_r02_s15_AB00 10 10 10 10
mcs70_r02_s15_AB01 10 10 10 10
mcs70_r02_s15_AB02 10 10 10 10
mcs70_r02_s15_AB03 10 10 10 10
mcs70_r02_s15_AB04 10 10 10 10
mcs70_r02_s15_AB05 11 11 11 11
mcs70_r02_s15_AB06 10 10 10 10
mcs70_r02_s15_AB07 10 10 10 10
mcs70_r02_s15_AB08 10 10 10 10
mcs70_r02_s15_AB09 11 11 11 11
mcs70_r02_s20_AB00 14 14 14 14
mcs70_r02_s20_AB01 14 14 14 14
mcs70_r02_s20_AB02 14 14 14 14
mcs70_r02_s20_AB03 14 14 14 14
mcs70_r02_s20_AB04 14 14 14 14
mcs70_r02_s20_AB05 14 14 14 14
mcs70_r02_s20_AB06 14 14 14 14
mcs70_r02_s20_AB07 14 14 14 14
mcs70_r02_s20_AB08 14 14 14 14
mcs70_r02_s20_AB09 14 14 14 14
mcs70_r02_s25_AB00 17 17 17 17
mcs70_r02_s25_AB01 17 17 17 17
